region,year,material,management,tonnes
Dumfries and Galloway,2012,Vegetal wastes,Landfilled,59
North Ayrshire,2012,Vegetal wastes,Other Diversion,72
North Ayrshire,2012,Vegetal wastes,Recycled,9299
Glasgow City,2012,Chemical wastes,Recycled,25
Glasgow City,2012,Vegetal wastes,Landfilled,0
Orkney Islands,2012,Chemical wastes,Other Diversion,0
South Ayrshire,2012,Vegetal wastes,Recycled,9443
East Lothian,2012,Vegetal wastes,Other Diversion,0
Glasgow City,2012,Chemical wastes,Landfilled,0
Renfrewshire,2012,Vegetal wastes,Other Diversion,0
East Ayrshire,2012,Vegetal wastes,Recycled,7649
Angus,2012,Chemical wastes,Landfilled,0
Renfrewshire,2012,Household and similar wastes,Landfilled,45832
North Ayrshire,2012,Chemical wastes,Landfilled,0
Glasgow City,2012,Household and similar wastes,Landfilled,165096
Fife,2012,Chemical wastes,Recycled,32
Orkney Islands,2012,Vegetal wastes,Landfilled,0
East Renfrewshire,2012,Vegetal wastes,Recycled,8874
Argyll and Bute,2012,Vegetal wastes,Recycled,1096
Glasgow City,2012,Vegetal wastes,Recycled,16125
South Lanarkshire,2012,Chemical wastes,Landfilled,0
Fife,2012,Vegetal wastes,Recycled,31728
East Renfrewshire,2012,Vegetal wastes,Other Diversion,66
East Lothian,2012,Chemical wastes,Other Diversion,0
Midlothian,2012,Household and similar wastes,Landfilled,23359
Scottish Borders,2012,Chemical wastes,Other Diversion,0
Perth and Kinross,2012,Chemical wastes,Other Diversion,0
Aberdeenshire,2012,Household and similar wastes,Other Diversion,0
North Ayrshire,2012,Household and similar wastes,Other Diversion,0
East Ayrshire,2012,Household and similar wastes,Other Diversion,0
East Lothian,2012,Household and similar wastes,Other Diversion,3605
Fife,2012,Household and similar wastes,Recycled,846
Clackmannanshire,2012,Household and similar wastes,Landfilled,9912
Moray,2012,Household and similar wastes,Other Diversion,0
Clackmannanshire,2012,Household and similar wastes,Other Diversion,0
Aberdeenshire,2012,Household and similar wastes,Recycled,0
Stirling,2012,Household and similar wastes,Recycled,108
Angus,2012,Household and similar wastes,Landfilled,31623
Argyll and Bute,2012,Chemical wastes,Other Diversion,0
Dundee City,2012,Chemical wastes,Recycled,3
East Ayrshire,2012,Chemical wastes,Recycled,10
East Renfrewshire,2012,Household and similar wastes,Landfilled,20003
Orkney Islands,2012,Household and similar wastes,Other Diversion,0
West Lothian,2012,Household and similar wastes,Landfilled,40784
Fife,2012,Chemical wastes,Other Diversion,0
East Renfrewshire,2012,Household and similar wastes,Other Diversion,0
Fife,2012,Household and similar wastes,Landfilled,91975
South Ayrshire,2012,Chemical wastes,Other Diversion,0
East Lothian,2012,Household and similar wastes,Recycled,61
East Ayrshire,2012,Household and similar wastes,Landfilled,32684
Outer Hebrides,2012,Chemical wastes,Recycled,0
Argyll and Bute,2012,Chemical wastes,Recycled,0
Falkirk,2012,Chemical wastes,Other Diversion,0
West Dunbartonshire,2012,Chemical wastes,Landfilled,0
Renfrewshire,2012,Household and similar wastes,Recycled,0
Shetland Islands,2012,Household and similar wastes,Recycled,80
Falkirk,2012,Chemical wastes,Recycled,10
Scottish Borders,2012,Household and similar wastes,Other Diversion,0
Dumfries and Galloway,2012,Chemical wastes,Other Diversion,0
Argyll and Bute,2012,Household and similar wastes,Other Diversion,5558
East Dunbartonshire,2012,Chemical wastes,Other Diversion,0
Outer Hebrides,2012,Chemical wastes,Other Diversion,0
East Dunbartonshire,2012,Household and similar wastes,Other Diversion,0
West Dunbartonshire,2012,Household and similar wastes,Landfilled,21622
Falkirk,2012,Household and similar wastes,Recycled,302
Angus,2012,Household and similar wastes,Other Diversion,0
East Renfrewshire,2012,Household and similar wastes,Recycled,0
Shetland Islands,2012,Chemical wastes,Other Diversion,0
West Lothian,2012,Chemical wastes,Other Diversion,0
City of Edinburgh,2012,Household and similar wastes,Other Diversion,0
North Lanarkshire,2012,Household and similar wastes,Landfilled,93826
Argyll and Bute,2012,Household and similar wastes,Recycled,157
South Ayrshire,2012,Household and similar wastes,Recycled,0
Dundee City,2012,Household and similar wastes,Landfilled,33215
Angus,2012,Household and similar wastes,Recycled,275
West Dunbartonshire,2012,Chemical wastes,Other Diversion,0
West Dunbartonshire,2012,Chemical wastes,Recycled,0
Scottish Borders,2012,Chemical wastes,Recycled,16
Perth and Kinross,2012,Chemical wastes,Landfilled,0
South Ayrshire,2012,Household and similar wastes,Other Diversion,0
Scottish Borders,2012,Household and similar wastes,Recycled,0
Perth and Kinross,2012,Chemical wastes,Recycled,13
East Ayrshire,2012,Household and similar wastes,Recycled,36
Glasgow City,2012,Household and similar wastes,Recycled,677
Aberdeen City,2012,Household and similar wastes,Landfilled,60988
Highland,2012,Household and similar wastes,Other Diversion,0
Aberdeen City,2012,Household and similar wastes,Recycled,0
City of Edinburgh,2012,Chemical wastes,Other Diversion,0
Inverclyde,2012,Household and similar wastes,Other Diversion,0
North Lanarkshire,2012,Soils,Other Diversion,0
North Lanarkshire,2012,Vegetal wastes,Landfilled,0
Clackmannanshire,2012,Vegetal wastes,Recycled,4153
Falkirk,2012,Vegetal wastes,Other Diversion,0
Shetland Islands,2012,Vegetal wastes,Landfilled,0
Inverclyde,2012,Vegetal wastes,Other Diversion,0
Shetland Islands,2012,Vegetal wastes,Recycled,0
Perth and Kinross,2012,Soils,Landfilled,0
South Lanarkshire,2012,Vegetal wastes,Recycled,10009
Dundee City,2012,Vegetal wastes,Other Diversion,0
Scottish Borders,2012,Vegetal wastes,Landfilled,45
Outer Hebrides,2012,Vegetal wastes,Landfilled,528
Moray,2012,Vegetal wastes,Other Diversion,0
North Lanarkshire,2012,Soils,Landfilled,0
Aberdeenshire,2012,Vegetal wastes,Landfilled,0
Outer Hebrides,2012,Vegetal wastes,Recycled,0
West Lothian,2012,Vegetal wastes,Landfilled,371
Stirling,2012,Vegetal wastes,Other Diversion,0
East Ayrshire,2012,Vegetal wastes,Landfilled,0
Angus,2012,Vegetal wastes,Other Diversion,0
Aberdeen City,2012,Vegetal wastes,Landfilled,0
Perth and Kinross,2012,Vegetal wastes,Recycled,14844
West Dunbartonshire,2012,Soils,Landfilled,0
East Dunbartonshire,2012,Vegetal wastes,Landfilled,0
Glasgow City,2012,Soils,Recycled,1531
Inverclyde,2012,Vegetal wastes,Recycled,3886
North Lanarkshire,2012,Vegetal wastes,Recycled,16377
East Lothian,2012,Soils,Recycled,0
Dundee City,2012,Soils,Other Diversion,0
Moray,2012,Vegetal wastes,Recycled,9546
West Dunbartonshire,2012,Soils,Recycled,0
West Dunbartonshire,2012,Soils,Other Diversion,0
West Lothian,2012,Soils,Other Diversion,0
Perth and Kinross,2012,Soils,Other Diversion,0
City of Edinburgh,2012,Animal and mixed food waste,Landfilled,0
Scottish Borders,2012,Animal and mixed food waste,Landfilled,0
Dundee City,2012,Soils,Landfilled,0
City of Edinburgh,2012,Animal and mixed food waste,Other Diversion,335
Dundee City,2012,Animal and mixed food waste,Other Diversion,0
Perth and Kinross,2012,Vegetal wastes,Other Diversion,731
Moray,2012,Vegetal wastes,Landfilled,0
Falkirk,2012,Vegetal wastes,Recycled,13058
Aberdeen City,2012,Vegetal wastes,Recycled,11508
East Renfrewshire,2012,Soils,Recycled,0
Perth and Kinross,2012,Animal and mixed food waste,Landfilled,0
Clackmannanshire,2012,Animal and mixed food waste,Landfilled,0
Scottish Borders,2012,Animal and mixed food waste,Recycled,0
Glasgow City,2012,Animal and mixed food waste,Recycled,0
East Lothian,2012,Soils,Landfilled,0
Perth and Kinross,2012,Animal and mixed food waste,Other Diversion,181
Orkney Islands,2012,Vegetal wastes,Recycled,0
Stirling,2012,Vegetal wastes,Landfilled,0
Fife,2012,Soils,Landfilled,0
East Dunbartonshire,2012,Soils,Landfilled,0
East Dunbartonshire,2012,Soils,Recycled,308
West Lothian,2012,Soils,Landfilled,0
Midlothian,2012,Vegetal wastes,Landfilled,0
North Lanarkshire,2012,Vegetal wastes,Other Diversion,120
Clackmannanshire,2012,Vegetal wastes,Other Diversion,0
Dumfries and Galloway,2012,Vegetal wastes,Recycled,1335
Fife,2012,Soils,Recycled,8316
Glasgow City,2012,Soils,Other Diversion,0
Aberdeenshire,2012,Vegetal wastes,Other Diversion,0
East Ayrshire,2012,Vegetal wastes,Other Diversion,57
East Renfrewshire,2012,Soils,Other Diversion,0
Angus,2012,Vegetal wastes,Recycled,10321
East Lothian,2012,Chemical wastes,Recycled,8
Dundee City,2012,Vegetal wastes,Landfilled,0
East Renfrewshire,2012,Chemical wastes,Landfilled,0
East Lothian,2012,Vegetal wastes,Recycled,9236
East Renfrewshire,2012,Vegetal wastes,Landfilled,0
Orkney Islands,2012,Chemical wastes,Recycled,0
South Lanarkshire,2012,Vegetal wastes,Other Diversion,363
South Ayrshire,2012,Chemical wastes,Landfilled,0
Angus,2012,Soils,Recycled,0
West Dunbartonshire,2012,Vegetal wastes,Other Diversion,23
East Lothian,2012,Vegetal wastes,Landfilled,0
Falkirk,2012,Vegetal wastes,Landfilled,0
Clackmannanshire,2012,Vegetal wastes,Landfilled,33
City of Edinburgh,2012,Vegetal wastes,Recycled,21451
West Dunbartonshire,2012,Vegetal wastes,Recycled,5117
Aberdeen City,2012,Chemical wastes,Recycled,0
East Lothian,2012,Chemical wastes,Landfilled,0
Dumfries and Galloway,2012,Chemical wastes,Recycled,10
Shetland Islands,2012,Vegetal wastes,Other Diversion,7
West Dunbartonshire,2012,Vegetal wastes,Landfilled,0
South Lanarkshire,2012,Vegetal wastes,Landfilled,0
Argyll and Bute,2012,Vegetal wastes,Other Diversion,988
Orkney Islands,2012,Chemical wastes,Landfilled,0
City of Edinburgh,2012,Chemical wastes,Recycled,23
South Ayrshire,2012,Vegetal wastes,Landfilled,0
City of Edinburgh,2012,Vegetal wastes,Other Diversion,2109
Renfrewshire,2012,Vegetal wastes,Recycled,9342
Dumfries and Galloway,2012,Chemical wastes,Landfilled,0
Highland,2012,Vegetal wastes,Recycled,15609
South Ayrshire,2012,Vegetal wastes,Other Diversion,1145
Highland,2012,Vegetal wastes,Landfilled,0
North Ayrshire,2012,Vegetal wastes,Landfilled,0
Fife,2012,Vegetal wastes,Other Diversion,872
Argyll and Bute,2012,Vegetal wastes,Landfilled,0
West Lothian,2012,Vegetal wastes,Recycled,10424
East Renfrewshire,2012,Soils,Landfilled,0
Angus,2012,Soils,Landfilled,0
Dumfries and Galloway,2012,Vegetal wastes,Other Diversion,1944
City of Edinburgh,2012,Vegetal wastes,Landfilled,0
Renfrewshire,2012,Vegetal wastes,Landfilled,0
Stirling,2012,Vegetal wastes,Recycled,9598
Scottish Borders,2012,Vegetal wastes,Recycled,7526
Aberdeen City,2012,Vegetal wastes,Other Diversion,0
East Dunbartonshire,2012,Vegetal wastes,Other Diversion,1212
Scottish Borders,2012,Vegetal wastes,Other Diversion,0
Outer Hebrides,2012,Vegetal wastes,Other Diversion,1889
East Dunbartonshire,2012,Vegetal wastes,Recycled,8357
Perth and Kinross,2012,Vegetal wastes,Landfilled,0
Glasgow City,2012,Soils,Landfilled,0
West Lothian,2012,Vegetal wastes,Other Diversion,133
Orkney Islands,2012,Vegetal wastes,Other Diversion,691
Dundee City,2012,Soils,Recycled,660
Angus,2012,Soils,Other Diversion,0
North Lanarkshire,2012,Soils,Recycled,2397
East Lothian,2012,Soils,Other Diversion,0
East Dunbartonshire,2012,Soils,Other Diversion,0
Midlothian,2012,Vegetal wastes,Other Diversion,61
Inverclyde,2012,Vegetal wastes,Landfilled,0
Perth and Kinross,2012,Soils,Recycled,0
Midlothian,2012,Vegetal wastes,Recycled,8024
Outer Hebrides,2012,Soils,Landfilled,0
Highland,2012,Vegetal wastes,Other Diversion,1045
Fife,2012,Soils,Other Diversion,0
Aberdeenshire,2012,Vegetal wastes,Recycled,10118
Falkirk,2012,Mineral waste from construction and demolition,Recycled,4342
Falkirk,2012,Mixed and undifferentiated materials,Recycled,614
Aberdeenshire,2012,Mineral waste from construction and demolition,Recycled,6290
West Dunbartonshire,2012,Mixed and undifferentiated materials,Recycled,0
Aberdeen City,2012,Mixed and undifferentiated materials,Recycled,14
South Ayrshire,2012,Mineral waste from construction and demolition,Other Diversion,0
Inverclyde,2012,Mixed and undifferentiated materials,Landfilled,0
Dundee City,2012,Mineral waste from construction and demolition,Recycled,400
Argyll and Bute,2012,Mineral waste from construction and demolition,Other Diversion,0
South Lanarkshire,2012,Mineral waste from construction and demolition,Recycled,8819
East Ayrshire,2012,Mixed and undifferentiated materials,Recycled,1
Aberdeenshire,2012,Mineral waste from construction and demolition,Landfilled,0
East Ayrshire,2012,Mixed and undifferentiated materials,Landfilled,0
Inverclyde,2012,Mixed and undifferentiated materials,Recycled,874
Clackmannanshire,2012,Mineral waste from construction and demolition,Recycled,1699
Shetland Islands,2012,Mixed and undifferentiated materials,Recycled,157
East Lothian,2012,Mixed and undifferentiated materials,Other Diversion,0
Falkirk,2012,Mineral waste from construction and demolition,Landfilled,0
North Lanarkshire,2012,Mixed and undifferentiated materials,Recycled,0
Shetland Islands,2012,Mixed and undifferentiated materials,Other Diversion,0
Fife,2012,Mineral waste from construction and demolition,Other Diversion,0
North Lanarkshire,2012,Mixed and undifferentiated materials,Other Diversion,0
Midlothian,2012,Mixed and undifferentiated materials,Other Diversion,0
Dundee City,2012,Mineral waste from construction and demolition,Landfilled,0
Stirling,2012,Mixed and undifferentiated materials,Other Diversion,0
North Lanarkshire,2012,Mixed and undifferentiated materials,Landfilled,0
East Renfrewshire,2012,Mixed and undifferentiated materials,Recycled,9
Perth and Kinross,2012,Mixed and undifferentiated materials,Recycled,81
Shetland Islands,2012,Mixed and undifferentiated materials,Landfilled,0
Midlothian,2012,Mixed and undifferentiated materials,Landfilled,0
Midlothian,2012,Mixed and undifferentiated materials,Recycled,7
Stirling,2012,Mineral waste from construction and demolition,Other Diversion,0
Moray,2012,Mixed and undifferentiated materials,Landfilled,0
Falkirk,2012,Mixed and undifferentiated materials,Landfilled,0
South Lanarkshire,2012,Mineral waste from construction and demolition,Landfilled,0
South Lanarkshire,2012,Mixed and undifferentiated materials,Recycled,0
South Lanarkshire,2012,Mineral waste from construction and demolition,Other Diversion,0
Dumfries and Galloway,2012,Mixed and undifferentiated materials,Landfilled,0
Glasgow City,2012,Mixed and undifferentiated materials,Other Diversion,0
Dumfries and Galloway,2012,Mixed and undifferentiated materials,Recycled,7
South Lanarkshire,2012,Mixed and undifferentiated materials,Landfilled,0
Fife,2012,Mixed and undifferentiated materials,Recycled,233
Highland,2012,Mixed and undifferentiated materials,Other Diversion,0
Perth and Kinross,2012,Mineral waste from construction and demolition,Recycled,4634
Shetland Islands,2012,Mineral waste from construction and demolition,Recycled,0
Clackmannanshire,2012,Mineral waste from construction and demolition,Landfilled,0
East Lothian,2012,Mineral waste from construction and demolition,Recycled,1648
South Lanarkshire,2012,Mixed and undifferentiated materials,Other Diversion,0
East Dunbartonshire,2012,Mineral waste from construction and demolition,Other Diversion,0
South Ayrshire,2012,Mixed and undifferentiated materials,Landfilled,0
Falkirk,2012,Mixed and undifferentiated materials,Other Diversion,0
Aberdeen City,2012,Mineral waste from construction and demolition,Recycled,3163
Fife,2012,Mineral waste from construction and demolition,Landfilled,0
West Dunbartonshire,2012,Mixed and undifferentiated materials,Other Diversion,0
Inverclyde,2012,Mixed and undifferentiated materials,Other Diversion,0
East Dunbartonshire,2012,Mixed and undifferentiated materials,Landfilled,0
Aberdeen City,2012,Mixed and undifferentiated materials,Landfilled,0
Fife,2012,Mineral waste from construction and demolition,Recycled,13232
Clackmannanshire,2012,Mixed and undifferentiated materials,Landfilled,0
East Lothian,2012,Mixed and undifferentiated materials,Landfilled,0
East Ayrshire,2012,Mixed and undifferentiated materials,Other Diversion,0
Glasgow City,2012,Mixed and undifferentiated materials,Recycled,3
North Ayrshire,2012,Mixed and undifferentiated materials,Landfilled,0
East Renfrewshire,2012,Mineral waste from construction and demolition,Landfilled,0
Aberdeen City,2012,Mixed and undifferentiated materials,Other Diversion,0
East Renfrewshire,2012,Mixed and undifferentiated materials,Other Diversion,0
Dumfries and Galloway,2012,Mixed and undifferentiated materials,Other Diversion,0
Midlothian,2012,Mineral waste from construction and demolition,Recycled,1088
Renfrewshire,2012,Mineral waste from construction and demolition,Recycled,4070
Orkney Islands,2012,Mineral waste from construction and demolition,Other Diversion,0
Moray,2012,Mineral waste from construction and demolition,Recycled,2063
Highland,2012,Mineral waste from construction and demolition,Landfilled,0
Moray,2012,Mineral waste from construction and demolition,Landfilled,0
Midlothian,2012,Mineral waste from construction and demolition,Landfilled,0
North Lanarkshire,2012,Mineral waste from construction and demolition,Landfilled,0
Highland,2012,Mineral waste from construction and demolition,Recycled,7472
Moray,2012,Mineral waste from construction and demolition,Other Diversion,0
West Dunbartonshire,2012,Mineral waste from construction and demolition,Recycled,1616
North Ayrshire,2012,Mineral waste from construction and demolition,Recycled,1243
West Lothian,2012,Mineral waste from construction and demolition,Recycled,1601
Angus,2012,Mineral waste from construction and demolition,Other Diversion,0
Highland,2012,Mineral waste from construction and demolition,Other Diversion,0
Renfrewshire,2012,Mineral waste from construction and demolition,Landfilled,0
