region,year,material,tonnes
Aberdeenshire,2018,Health care and biological wastes,155
Aberdeen City,2018,Health care and biological wastes,1322
Renfrewshire,2018,Health care and biological wastes,354
Glasgow City,2018,Health care and biological wastes,493
Orkney Islands,2018,Health care and biological wastes,160
East Renfrewshire,2018,Health care and biological wastes,0
City of Edinburgh,2018,Health care and biological wastes,710
Fife,2018,Health care and biological wastes,681
East Dunbartonshire,2018,Health care and biological wastes,132
North Ayrshire,2018,Health care and biological wastes,861
Offshore,2018,Health care and biological wastes,10
North Lanarkshire,2018,Health care and biological wastes,14183
East Lothian,2018,Health care and biological wastes,460
Unknown,2018,Health care and biological wastes,0
Argyll and Bute,2018,Health care and biological wastes,2
Angus,2018,Health care and biological wastes,134
Dumfries and Galloway,2018,Health care and biological wastes,44
Shetland Islands,2018,Health care and biological wastes,260
Stirling,2018,Health care and biological wastes,28
South Lanarkshire,2018,Health care and biological wastes,245
Outer Hebrides,2018,Health care and biological wastes,71
Dundee City,2018,Health care and biological wastes,3742
Perth and Kinross,2018,Health care and biological wastes,448
East Ayrshire,2018,Health care and biological wastes,143
Inverclyde,2018,Health care and biological wastes,183
Highland,2018,Health care and biological wastes,400
Midlothian,2018,Health care and biological wastes,47
Scottish Borders,2018,Health care and biological wastes,60
West Dunbartonshire,2018,Health care and biological wastes,325
Clackmannanshire,2018,Health care and biological wastes,32
Moray,2018,Health care and biological wastes,0
West Lothian,2018,Health care and biological wastes,962
Falkirk,2018,"Metallic wastes, ferrous",11580
South Ayrshire,2018,"Metallic wastes, ferrous",4
Aberdeenshire,2018,"Metallic wastes, ferrous",57
Aberdeen City,2018,"Metallic wastes, ferrous",5673
Renfrewshire,2018,"Metallic wastes, ferrous",2
Glasgow City,2018,"Metallic wastes, ferrous",4684
Orkney Islands,2018,"Metallic wastes, ferrous",0
East Renfrewshire,2018,"Metallic wastes, ferrous",0
City of Edinburgh,2018,"Metallic wastes, ferrous",12347
Fife,2018,"Metallic wastes, ferrous",10823
East Dunbartonshire,2018,"Metallic wastes, ferrous",0
North Ayrshire,2018,"Metallic wastes, ferrous",176
Offshore,2018,"Metallic wastes, ferrous",0
North Lanarkshire,2018,"Metallic wastes, ferrous",9955
East Lothian,2018,"Metallic wastes, ferrous",43
Unknown,2018,"Metallic wastes, ferrous",0
Argyll and Bute,2018,"Metallic wastes, ferrous",9
Angus,2018,"Metallic wastes, ferrous",0
Dumfries and Galloway,2018,"Metallic wastes, ferrous",538
Shetland Islands,2018,"Metallic wastes, ferrous",697
Stirling,2018,"Metallic wastes, ferrous",4427
South Lanarkshire,2018,"Metallic wastes, ferrous",12
Outer Hebrides,2018,"Metallic wastes, ferrous",2
Dundee City,2018,"Metallic wastes, ferrous",1517
Perth and Kinross,2018,"Metallic wastes, ferrous",13
East Ayrshire,2018,"Metallic wastes, ferrous",971
Inverclyde,2018,"Metallic wastes, ferrous",283
Highland,2018,"Metallic wastes, ferrous",1692
Midlothian,2018,"Metallic wastes, ferrous",68
Scottish Borders,2018,"Metallic wastes, ferrous",700
West Dunbartonshire,2018,"Metallic wastes, ferrous",220
Clackmannanshire,2018,"Metallic wastes, ferrous",0
Moray,2018,"Metallic wastes, ferrous",2
West Lothian,2018,"Metallic wastes, ferrous",7913
Falkirk,2018,"Metallic wastes, non-ferrous",1141
South Ayrshire,2018,"Metallic wastes, non-ferrous",221
Aberdeenshire,2018,"Metallic wastes, non-ferrous",3162
Aberdeen City,2018,"Metallic wastes, non-ferrous",1611
Renfrewshire,2018,"Metallic wastes, non-ferrous",135
Glasgow City,2018,"Metallic wastes, non-ferrous",6524
Orkney Islands,2018,"Metallic wastes, non-ferrous",0
East Renfrewshire,2018,"Metallic wastes, non-ferrous",0
City of Edinburgh,2018,"Metallic wastes, non-ferrous",2259
Fife,2018,"Metallic wastes, non-ferrous",504
East Dunbartonshire,2018,"Metallic wastes, non-ferrous",0
North Ayrshire,2018,"Metallic wastes, non-ferrous",734
Offshore,2018,"Metallic wastes, non-ferrous",1
North Lanarkshire,2018,"Metallic wastes, non-ferrous",649
East Lothian,2018,"Metallic wastes, non-ferrous",2
Unknown,2018,"Metallic wastes, non-ferrous",0
Argyll and Bute,2018,"Metallic wastes, non-ferrous",6
Angus,2018,"Metallic wastes, non-ferrous",5
Dumfries and Galloway,2018,"Metallic wastes, non-ferrous",147
Shetland Islands,2018,"Metallic wastes, non-ferrous",57
Stirling,2018,"Metallic wastes, non-ferrous",544
South Lanarkshire,2018,"Metallic wastes, non-ferrous",382
Outer Hebrides,2018,"Metallic wastes, non-ferrous",1
Dundee City,2018,"Metallic wastes, non-ferrous",195
Perth and Kinross,2018,"Metallic wastes, non-ferrous",200
East Ayrshire,2018,"Metallic wastes, non-ferrous",1768
Inverclyde,2018,"Metallic wastes, non-ferrous",153
Highland,2018,"Metallic wastes, non-ferrous",242
Midlothian,2018,"Metallic wastes, non-ferrous",13
Scottish Borders,2018,"Metallic wastes, non-ferrous",66
West Dunbartonshire,2018,"Metallic wastes, non-ferrous",12
Clackmannanshire,2018,"Metallic wastes, non-ferrous",0
Moray,2018,"Metallic wastes, non-ferrous",34
West Lothian,2018,"Metallic wastes, non-ferrous",2313
Falkirk,2018,"Metallic wastes, mixed ferrous and non-ferrous",277
South Ayrshire,2018,"Metallic wastes, mixed ferrous and non-ferrous",17
Aberdeenshire,2018,"Metallic wastes, mixed ferrous and non-ferrous",735
Aberdeen City,2018,"Metallic wastes, mixed ferrous and non-ferrous",81306
Renfrewshire,2018,"Metallic wastes, mixed ferrous and non-ferrous",13177
Glasgow City,2018,"Metallic wastes, mixed ferrous and non-ferrous",23073
Orkney Islands,2018,"Metallic wastes, mixed ferrous and non-ferrous",541
East Renfrewshire,2018,"Metallic wastes, mixed ferrous and non-ferrous",11
City of Edinburgh,2018,"Metallic wastes, mixed ferrous and non-ferrous",737
Fife,2018,"Metallic wastes, mixed ferrous and non-ferrous",3413
East Dunbartonshire,2018,"Metallic wastes, mixed ferrous and non-ferrous",0
North Ayrshire,2018,"Metallic wastes, mixed ferrous and non-ferrous",33
Offshore,2018,"Metallic wastes, mixed ferrous and non-ferrous",2190
North Lanarkshire,2018,"Metallic wastes, mixed ferrous and non-ferrous",5308
East Lothian,2018,"Metallic wastes, mixed ferrous and non-ferrous",159
Unknown,2018,"Metallic wastes, mixed ferrous and non-ferrous",0
Argyll and Bute,2018,"Metallic wastes, mixed ferrous and non-ferrous",222
Angus,2018,"Metallic wastes, mixed ferrous and non-ferrous",426
Dumfries and Galloway,2018,"Metallic wastes, mixed ferrous and non-ferrous",2408
Shetland Islands,2018,"Metallic wastes, mixed ferrous and non-ferrous",4263
Stirling,2018,"Metallic wastes, mixed ferrous and non-ferrous",116
South Lanarkshire,2018,"Metallic wastes, mixed ferrous and non-ferrous",718
Outer Hebrides,2018,"Metallic wastes, mixed ferrous and non-ferrous",174
Dundee City,2018,"Metallic wastes, mixed ferrous and non-ferrous",1795
Perth and Kinross,2018,"Metallic wastes, mixed ferrous and non-ferrous",276
East Ayrshire,2018,"Metallic wastes, mixed ferrous and non-ferrous",2300
Inverclyde,2018,"Metallic wastes, mixed ferrous and non-ferrous",144
Highland,2018,"Metallic wastes, mixed ferrous and non-ferrous",2369
Midlothian,2018,"Metallic wastes, mixed ferrous and non-ferrous",151
Scottish Borders,2018,"Metallic wastes, mixed ferrous and non-ferrous",149
West Dunbartonshire,2018,"Metallic wastes, mixed ferrous and non-ferrous",30
Clackmannanshire,2018,"Metallic wastes, mixed ferrous and non-ferrous",107
Moray,2018,"Metallic wastes, mixed ferrous and non-ferrous",106
West Lothian,2018,"Metallic wastes, mixed ferrous and non-ferrous",352
Falkirk,2018,Glass wastes,1920
South Ayrshire,2018,Glass wastes,137
Aberdeenshire,2018,Glass wastes,555
Aberdeen City,2018,Glass wastes,4766
Renfrewshire,2018,Glass wastes,3507
Glasgow City,2018,Glass wastes,7872
Orkney Islands,2018,Glass wastes,246
East Renfrewshire,2018,Glass wastes,102
City of Edinburgh,2018,Glass wastes,7830
Fife,2018,Glass wastes,4049
East Dunbartonshire,2018,Glass wastes,2204
North Ayrshire,2018,Glass wastes,1178
Offshore,2018,Glass wastes,42
North Lanarkshire,2018,Glass wastes,3030
East Lothian,2018,Glass wastes,158
Unknown,2018,Glass wastes,0
Argyll and Bute,2018,Glass wastes,1026
Angus,2018,Glass wastes,213
Dumfries and Galloway,2018,Glass wastes,1205
Shetland Islands,2018,Glass wastes,130
Stirling,2018,Glass wastes,1647
South Lanarkshire,2018,Glass wastes,310
Outer Hebrides,2018,Glass wastes,273
Dundee City,2018,Glass wastes,1882
Perth and Kinross,2018,Glass wastes,2725
East Ayrshire,2018,Glass wastes,742
Inverclyde,2018,Glass wastes,332
Highland,2018,Glass wastes,1416
Midlothian,2018,Glass wastes,8776
Scottish Borders,2018,Glass wastes,105
West Dunbartonshire,2018,Glass wastes,371
Clackmannanshire,2018,Glass wastes,306
Moray,2018,Glass wastes,436
West Lothian,2018,Glass wastes,1607
Falkirk,2018,Paper and cardboard wastes,640
South Ayrshire,2018,Paper and cardboard wastes,528
Aberdeenshire,2018,Paper and cardboard wastes,1780
Aberdeen City,2018,Paper and cardboard wastes,2863
Renfrewshire,2018,Paper and cardboard wastes,975
Glasgow City,2018,Paper and cardboard wastes,5422
Orkney Islands,2018,Paper and cardboard wastes,419
East Renfrewshire,2018,Paper and cardboard wastes,3814
City of Edinburgh,2018,Paper and cardboard wastes,501
Fife,2018,Paper and cardboard wastes,4808
East Dunbartonshire,2018,Paper and cardboard wastes,471
North Ayrshire,2018,Paper and cardboard wastes,4623
Offshore,2018,Paper and cardboard wastes,373
North Lanarkshire,2018,Paper and cardboard wastes,1837
East Lothian,2018,Paper and cardboard wastes,1165
Unknown,2018,Paper and cardboard wastes,0
Argyll and Bute,2018,Paper and cardboard wastes,293
Angus,2018,Paper and cardboard wastes,164
Dumfries and Galloway,2018,Paper and cardboard wastes,1759
Shetland Islands,2018,Paper and cardboard wastes,58
Stirling,2018,Paper and cardboard wastes,970
South Lanarkshire,2018,Paper and cardboard wastes,145
Outer Hebrides,2018,Paper and cardboard wastes,87
Dundee City,2018,Paper and cardboard wastes,643
Perth and Kinross,2018,Paper and cardboard wastes,2030
East Ayrshire,2018,Paper and cardboard wastes,137
Inverclyde,2018,Paper and cardboard wastes,564
Highland,2018,Paper and cardboard wastes,1733
Midlothian,2018,Paper and cardboard wastes,76
Scottish Borders,2018,Paper and cardboard wastes,615
West Dunbartonshire,2018,Paper and cardboard wastes,22
Clackmannanshire,2018,Paper and cardboard wastes,65
Moray,2018,Paper and cardboard wastes,1476
West Lothian,2018,Paper and cardboard wastes,658
Falkirk,2018,Rubber wastes,90
South Ayrshire,2018,Rubber wastes,162
Aberdeenshire,2018,Rubber wastes,81
Aberdeen City,2018,Rubber wastes,39
Renfrewshire,2018,Rubber wastes,245
Glasgow City,2018,Rubber wastes,1757
Orkney Islands,2018,Rubber wastes,71
East Renfrewshire,2018,Rubber wastes,107
City of Edinburgh,2018,Rubber wastes,132
Fife,2018,Rubber wastes,274
East Dunbartonshire,2018,Rubber wastes,85
North Ayrshire,2018,Rubber wastes,141
Offshore,2018,Rubber wastes,2
North Lanarkshire,2018,Rubber wastes,574
East Lothian,2018,Rubber wastes,8913
Unknown,2018,Rubber wastes,20000
Argyll and Bute,2018,Rubber wastes,141
Angus,2018,Rubber wastes,8
Dumfries and Galloway,2018,Rubber wastes,7
Shetland Islands,2018,Rubber wastes,58
Stirling,2018,Rubber wastes,36
South Lanarkshire,2018,Rubber wastes,308
Outer Hebrides,2018,Rubber wastes,42
Dundee City,2018,Rubber wastes,21
Perth and Kinross,2018,Rubber wastes,133
East Ayrshire,2018,Rubber wastes,593
Inverclyde,2018,Rubber wastes,126
Highland,2018,Rubber wastes,131
Midlothian,2018,Rubber wastes,4
Scottish Borders,2018,Rubber wastes,0
West Dunbartonshire,2018,Rubber wastes,171
Clackmannanshire,2018,Rubber wastes,7
Moray,2018,Rubber wastes,25
West Lothian,2018,Rubber wastes,108
Falkirk,2018,Plastic wastes,1039
South Ayrshire,2018,Plastic wastes,6
Aberdeenshire,2018,Plastic wastes,150
Aberdeen City,2018,Plastic wastes,173
Renfrewshire,2018,Plastic wastes,2634
Glasgow City,2018,Plastic wastes,1470
Orkney Islands,2018,Plastic wastes,94
East Renfrewshire,2018,Plastic wastes,3
City of Edinburgh,2018,Plastic wastes,131
Fife,2018,Plastic wastes,2622
East Dunbartonshire,2018,Plastic wastes,2
North Ayrshire,2018,Plastic wastes,617
Offshore,2018,Plastic wastes,268
North Lanarkshire,2018,Plastic wastes,1306
East Lothian,2018,Plastic wastes,3065
Unknown,2018,Plastic wastes,22226
Argyll and Bute,2018,Plastic wastes,753
Angus,2018,Plastic wastes,18
Dumfries and Galloway,2018,Plastic wastes,4246
Shetland Islands,2018,Plastic wastes,53
Stirling,2018,Plastic wastes,7
South Lanarkshire,2018,Plastic wastes,1716
Outer Hebrides,2018,Plastic wastes,29
Dundee City,2018,Plastic wastes,39
Perth and Kinross,2018,Plastic wastes,1107
East Ayrshire,2018,Plastic wastes,490
Inverclyde,2018,Plastic wastes,50
Highland,2018,Plastic wastes,167
Midlothian,2018,Plastic wastes,6
Scottish Borders,2018,Plastic wastes,45
West Dunbartonshire,2018,Plastic wastes,2
Clackmannanshire,2018,Plastic wastes,8
Moray,2018,Plastic wastes,42
West Lothian,2018,Plastic wastes,53
Falkirk,2018,Wood wastes,10310
South Ayrshire,2018,Wood wastes,622
Aberdeenshire,2018,Wood wastes,13117
Aberdeen City,2018,Wood wastes,3985
Renfrewshire,2018,Wood wastes,7928
Glasgow City,2018,Wood wastes,8712
Orkney Islands,2018,Wood wastes,0
East Renfrewshire,2018,Wood wastes,302
City of Edinburgh,2018,Wood wastes,1928
Fife,2018,Wood wastes,6189
East Dunbartonshire,2018,Wood wastes,8
North Ayrshire,2018,Wood wastes,6315
Offshore,2018,Wood wastes,1179
North Lanarkshire,2018,Wood wastes,4948
East Lothian,2018,Wood wastes,1555
Unknown,2018,Wood wastes,0
Argyll and Bute,2018,Wood wastes,1126
Angus,2018,Wood wastes,1206
Dumfries and Galloway,2018,Wood wastes,729
Shetland Islands,2018,Wood wastes,0
Stirling,2018,Wood wastes,815
South Lanarkshire,2018,Wood wastes,1820
Outer Hebrides,2018,Wood wastes,231
Dundee City,2018,Wood wastes,2272
Perth and Kinross,2018,Wood wastes,1915
East Ayrshire,2018,Wood wastes,354
Inverclyde,2018,Wood wastes,630
Highland,2018,Wood wastes,3224
Midlothian,2018,Wood wastes,1202
Scottish Borders,2018,Wood wastes,396
West Dunbartonshire,2018,Wood wastes,884
Clackmannanshire,2018,Wood wastes,448
Moray,2018,Wood wastes,360
West Lothian,2018,Wood wastes,5958
Falkirk,2018,Textile wastes,463
South Ayrshire,2018,Textile wastes,0
Aberdeenshire,2018,Textile wastes,2
Aberdeen City,2018,Textile wastes,3
Renfrewshire,2018,Textile wastes,920
Glasgow City,2018,Textile wastes,43
Orkney Islands,2018,Textile wastes,0
East Renfrewshire,2018,Textile wastes,0
City of Edinburgh,2018,Textile wastes,6
Fife,2018,Textile wastes,54
East Dunbartonshire,2018,Textile wastes,0
North Ayrshire,2018,Textile wastes,1
Offshore,2018,Textile wastes,0
North Lanarkshire,2018,Textile wastes,22
East Lothian,2018,Textile wastes,0
Unknown,2018,Textile wastes,0
Argyll and Bute,2018,Textile wastes,15
Angus,2018,Textile wastes,17
Dumfries and Galloway,2018,Textile wastes,3
Shetland Islands,2018,Textile wastes,4
Stirling,2018,Textile wastes,12
South Lanarkshire,2018,Textile wastes,31
Outer Hebrides,2018,Textile wastes,20
Dundee City,2018,Textile wastes,0
Perth and Kinross,2018,Textile wastes,18
East Ayrshire,2018,Textile wastes,15
Inverclyde,2018,Textile wastes,21
Highland,2018,Textile wastes,220
Midlothian,2018,Textile wastes,6
Scottish Borders,2018,Textile wastes,13
West Dunbartonshire,2018,Textile wastes,0
Clackmannanshire,2018,Textile wastes,3
Moray,2018,Textile wastes,8
West Lothian,2018,Textile wastes,237
Falkirk,2018,Waste containing PCB,0
South Ayrshire,2018,Waste containing PCB,0
Aberdeenshire,2018,Waste containing PCB,0
Aberdeen City,2018,Waste containing PCB,0
Renfrewshire,2018,Waste containing PCB,0
Glasgow City,2018,Waste containing PCB,1
Orkney Islands,2018,Waste containing PCB,0
East Renfrewshire,2018,Waste containing PCB,0
City of Edinburgh,2018,Waste containing PCB,0
